age,weight_lbs,temperature,heart_rate_bpm,resp_rate_bpm,mm,crt,mentation,vomiting,diarrhea,inappetence,lethargic,lameness,muscle_pain,joint_swelling,reported_weight_loss,skin_condition,is_4dx_tested
7.0,86,103,160,36,Light Pink,1-2 sec,Dull/Depressed,None,Moderate,None,Moderate,Present,Mild,None,None,Normal,Positive
1.0,26,102,105,23,Pale,UTO,QAR,Mild,Mild,Moderate,Moderate,None,Mild,None,None,Normal,Negative
2.0,64,101,168,139,Pink,1-2 sec,BAR,Moderate,None,None,Mild,None,None,None,None,Normal,Negative
3.0,16,99,120,24,Pink,1-2 sec,Dull/Depressed,Chronic,Mild,Mild,None,None,None,None,None,Normal,Negative
0.4166666666666667,53,100,97,30,Pale,UTO,Anxious/Agitated,None,None,Mild,None,None,None,None,None,Normal,Negative
3.0,13,102,144,31,Pink,1-2 sec,Anxious/Agitated,Mild,Moderate,None,Mild,None,None,None,None,Bruising,Negative
0.4166666666666667,63,104,163,56,Pink,1-2 sec,Dull/Depressed,Chronic,None,Mild,Mild,None,Moderate,Moderate,None,Normal,Positive
1.0,50,101,92,146,Pale,UTO,Dull/Depressed,None,Mild,Mild,None,None,None,Mild,None,Normal,Negative
2.0,54,104,119,136,Pink,1-2 sec,Dull/Depressed,Mild,None,None,Mild,Present,Moderate,Moderate,Present,Normal,Positive
1.0,84,102,135,30,Pale,UTO,QAR,Moderate,Mild,Mild,None,None,None,None,None,Bruising,Negative
0.16666666666666666,45,100,113,49,Pink,>2 sec,QAR,Mild,None,None,Mild,None,Mild,None,None,Normal,Negative
2.0,124,99,181,46,Pink,1-2 sec,BAR,None,None,None,Mild,None,None,None,None,Normal,Negative
0.16666666666666666,7,100,159,25,Pink,1-2 sec,Dull/Depressed,Moderate,Mild,None,Mild,None,None,None,None,Normal,Negative
0.16666666666666666,66,102,171,42,Pink,>2 sec,QAR,None,None,None,Moderate,None,None,None,None,Normal,Negative
0.16666666666666666,27,102,115,57,Pink,1-2 sec,Dull/Depressed,None,Mild,Moderate,Mild,None,None,None,None,Normal,Negative
0.16666666666666666,55,99,104,47,Pink,1-2 sec,BAR,Mild,Moderate,Moderate,Moderate,None,None,None,None,Bruising,Negative
1.0,14,101,118,132,Pink,1-2 sec,Dull/Depressed,None,Mild,Mild,Moderate,None,None,None,None,Irritation,Negative
14.0,23,102,115,26,Pink,<1 sec,BAR,None,Mild,Mild,None,None,None,None,None,Bruising,Negative
1.0,43,101,184,50,Pink,<1 sec,QAR,Mild,Mild,Mild,None,None,None,None,None,Bruising,Negative
2.0,155,102,102,26,Pink,>2 sec,QAR,Moderate,None,None,None,None,None,None,None,Irritation,Negative
0.4166666666666667,18,99,121,28,Light Pink,1-2 sec,QAR,None,None,None,None,None,None,None,None,Normal,Negative
0.16666666666666666,75,102,185,35,Pink,>2 sec,QAR,Mild,Moderate,Mild,None,None,Mild,None,None,Normal,Negative
0.16666666666666666,12,99,89,25,Pink,<1 sec,BAR,Mild,None,None,None,None,None,Mild,None,Normal,Negative
1.0,7,100,154,125,Pink,1-2 sec,QAR,Mild,None,None,Mild,None,None,None,None,Normal,Negative
7.0,54,99,146,55,Light Pink,1-2 sec,BAR,None,Moderate,Moderate,Moderate,None,None,Mild,None,Normal,Negative
2.0,38,102,120,25,Pink,<1 sec,QAR,Mild,Moderate,Mild,None,None,Moderate,None,None,Normal,Negative
4.0,100,100,133,55,Pink,1-2 sec,QAR,Mild,Chronic,Mild,None,None,None,None,None,Normal,Negative
0.16666666666666666,8,101,184,32,Pink,>2 sec,BAR,None,None,Mild,None,None,None,None,None,Normal,Negative
2.0,59,101,101,21,Pink,<1 sec,BAR,None,None,None,None,None,Mild,None,None,Normal,Negative
2.0,51,102,154,19,Pale,UTO,BAR,Mild,Chronic,None,Mild,None,None,None,None,Bruising,Negative
0.75,70,102,110,34,Pink,>2 sec,BAR,Mild,None,Moderate,None,None,None,None,None,Normal,Negative
3.0,59,102,96,125,Pink,1-2 sec,BAR,Moderate,Moderate,Moderate,None,None,None,None,None,Normal,Negative
7.0,184,105,103,18,Pink,1-2 sec,BAR,None,None,Severe,Mild,None,Mild,Mild,Present,Normal,Positive
13.0,61,100,130,24,Pink,1-2 sec,BAR,Moderate,None,Mild,None,None,None,None,Present,Normal,Negative
4.0,74,102,146,150,Pink,>2 sec,Dull/Depressed,Moderate,Mild,None,None,None,None,None,None,Normal,Negative
0.16666666666666666,31,100,143,121,Light Pink,1-2 sec,BAR,Mild,None,Mild,Mild,None,None,None,None,Normal,Negative
0.16666666666666666,67,103,107,49,Pink,1-2 sec,Dull/Depressed,Moderate,None,None,Mild,Present,None,Mild,None,Normal,Positive
4.0,19,99,151,43,Pink,<1 sec,QAR,Moderate,None,Moderate,None,None,None,None,None,Normal,Negative
4.0,32,99,130,134,Pink,<1 sec,QAR,Mild,Mild,Mild,Moderate,None,None,None,None,Normal,Negative
0.75,88,103,150,19,Light Pink,1-2 sec,QAR,None,None,Mild,Mild,Present,Moderate,None,Present,Normal,Positive
7.0,64,99,148,47,Pale,UTO,Dull/Depressed,Moderate,None,None,Moderate,None,Mild,None,None,Normal,Negative
1.0,40,100,144,29,Pink,>2 sec,BAR,Mild,None,None,Moderate,None,None,None,Present,Normal,Negative
0.9166666666666666,65,100,121,23,Pink,>2 sec,BAR,None,Mild,Mild,None,None,None,None,Present,Normal,Negative
10.0,43,99,117,58,Pale,UTO,Dull/Depressed,None,None,None,Mild,None,Mild,None,None,Normal,Negative
2.0,54,102,106,40,Light Pink,>2 sec,BAR,Mild,Moderate,Mild,None,None,None,None,None,Normal,Negative
3.0,56,102,90,53,Pink,1-2 sec,Dull/Depressed,None,Mild,Mild,None,None,Mild,None,Present,Normal,Negative
8.0,88,101,133,53,Pale,UTO,BAR,None,Mild,Moderate,None,None,None,Mild,Present,Normal,Negative
3.0,28,102,176,146,Light Pink,<1 sec,BAR,None,Mild,Moderate,None,None,None,None,None,Normal,Negative
3.0,69,101,157,29,Pink,1-2 sec,BAR,Mild,None,None,Moderate,None,None,None,None,Normal,Negative
3.0,8,100,107,141,Pink,<1 sec,QAR,Mild,None,Mild,Mild,None,None,None,Present,Petechiae,Negative
1.0,10,100,100,136,Pink,1-2 sec,Dull/Depressed,None,None,None,Mild,None,None,None,None,Normal,Negative
1.0,84,99,104,53,Light Pink,1-2 sec,Dull/Depressed,Mild,None,Mild,Mild,None,None,None,None,Bruising,Negative
0.5,161,102,167,43,Light Pink,<1 sec,QAR,None,Mild,None,Moderate,None,None,None,Present,Normal,Negative
0.75,83,99,129,46,Pale,UTO,QAR,Moderate,Mild,None,Mild,None,None,None,None,Normal,Negative
0.5,52,102,144,144,Pale,UTO,BAR,Mild,Mild,None,None,None,None,None,None,Normal,Negative
12.0,50,101,90,36,Pink,<1 sec,QAR,Mild,Mild,None,None,None,None,None,None,Normal,Negative
0.16666666666666666,89,101,137,19,Pink,1-2 sec,QAR,Moderate,None,Mild,None,None,None,None,None,Normal,Negative
0.08333333333333333,27,100,182,39,Pink,>2 sec,QAR,Mild,Moderate,Mild,Moderate,None,None,None,None,Normal,Negative
3.0,36,101,105,58,Pink,1-2 sec,BAR,None,Mild,Mild,Mild,None,None,None,None,Normal,Negative
0.16666666666666666,33,100,179,54,Pink,1-2 sec,Dull/Depressed,Moderate,Mild,Mild,None,None,None,None,None,Normal,Negative
2.0,52,100,188,38,Pink,1-2 sec,QAR,Mild,None,Severe,Mild,None,None,None,None,Normal,Negative
1.0,17,102,123,33,Pink,<1 sec,Anxious/Agitated,Mild,None,None,Mild,None,None,None,None,Normal,Negative
0.5,20,102,124,126,Pink,1-2 sec,Dull/Depressed,Moderate,Mild,None,None,None,None,None,None,Bruising,Negative
0.16666666666666666,40,100,176,34,Pink,<1 sec,BAR,None,None,None,Mild,None,None,None,None,Normal,Negative
0.16666666666666666,66,102,173,38,Pink,1-2 sec,QAR,Moderate,Mild,None,None,None,None,None,None,Bruising,Negative
8.0,43,101,111,59,Light Pink,1-2 sec,Dull/Depressed,Mild,None,None,None,None,Mild,None,None,Bruising,Negative
1.0,78,102,90,57,Pink,<1 sec,BAR,None,Mild,None,Moderate,None,None,None,None,Bruising,Negative
0.75,59,100,91,57,Pale,UTO,QAR,None,Mild,Moderate,None,None,None,None,None,Normal,Negative
2.0,33,100,159,40,Light Pink,1-2 sec,Dull/Depressed,Mild,Moderate,Mild,None,Present,None,None,None,Normal,Negative
2.0,10,102,164,59,Pink,<1 sec,BAR,Mild,Mild,None,None,None,None,None,None,Normal,Negative
2.0,78,102,142,147,Pink,>2 sec,Dull/Depressed,Mild,Mild,None,Moderate,None,None,None,None,Normal,Negative
2.0,5,100,99,145,Pink,1-2 sec,Dull/Depressed,None,Mild,Mild,Mild,None,Mild,Mild,None,Normal,Negative
0.3333333333333333,81,99,141,138,Pink,>2 sec,BAR,Mild,Moderate,None,Mild,None,None,None,None,Normal,Negative
3.0,17,100,141,134,Pink,1-2 sec,BAR,None,Mild,None,None,None,None,None,None,Normal,Negative
3.0,33,104,140,35,Pink,1-2 sec,Dull/Depressed,Mild,None,Mild,Mild,Present,Moderate,Moderate,Present,Normal,Positive
0.5,86,99,95,147,Pink,<1 sec,Dull/Depressed,None,Moderate,None,Mild,None,None,None,None,Normal,Negative
0.5,66,99,99,40,Light Pink,<1 sec,BAR,None,Mild,None,Mild,None,None,None,None,Normal,Negative
1.0,187,100,176,27,Pink,<1 sec,QAR,Moderate,None,Moderate,None,Present,Mild,None,None,Normal,Negative
0.5,78,105,152,46,Pale,UTO,QAR,None,None,Mild,Mild,Present,None,Moderate,None,Normal,Positive
0.5,33,102,165,55,Light Pink,<1 sec,BAR,Mild,Mild,Mild,Mild,None,None,None,None,Bruising,Negative
0.5833333333333334,33,102,155,36,Pink,<1 sec,QAR,None,Mild,Severe,Mild,None,None,None,None,Normal,Negative
0.5,76,99,169,140,Light Pink,1-2 sec,Dull/Depressed,Mild,Mild,None,None,None,None,None,None,Normal,Negative
10.0,52,102,145,36,Pink,1-2 sec,BAR,Mild,None,Mild,Mild,None,None,None,Present,Irritation,Negative
0.5,49,102,181,29,Light Pink,>2 sec,BAR,None,Mild,None,Mild,None,None,None,None,Normal,Negative
1.0,11,102,162,52,Pink,1-2 sec,BAR,Moderate,None,None,Moderate,None,Mild,None,None,Bruising,Negative
6.0,87,102,134,127,Pale,UTO,BAR,None,Mild,None,Mild,None,Mild,None,None,Normal,Negative
3.0,9,102,163,45,Pink,>2 sec,BAR,Moderate,Mild,None,Mild,None,None,None,None,Normal,Negative
7.0,8,99,162,29,Pink,1-2 sec,BAR,Moderate,Mild,Mild,Mild,None,None,None,None,Bruising,Negative
0.16666666666666666,46,103,186,34,Pink,>2 sec,QAR,Mild,Mild,None,Mild,Present,None,Moderate,Present,Normal,Positive
1.0,79,104,143,35,Pink,1-2 sec,Dull/Depressed,Mild,Mild,Mild,Mild,None,Mild,Moderate,Present,Petechia,Positive
7.0,22,101,135,122,Pink,1-2 sec,QAR,None,Mild,None,None,None,None,Mild,None,Normal,Negative
2.0,90,100,124,37,Pink,>2 sec,Dull/Depressed,Mild,Moderate,None,None,None,None,None,None,Normal,Negative
2.0,78,102,147,22,Pink,1-2 sec,Dull/Depressed,None,None,Mild,Mild,None,None,None,None,Normal,Negative
0.8333333333333334,57,99,143,137,Light Pink,1-2 sec,QAR,None,Mild,Mild,None,None,None,None,None,Normal,Negative
0.00821917808219178,26,101,173,27,Pale,UTO,QAR,Mild,Moderate,Mild,Mild,None,None,None,None,Normal,Negative
2.0,39,101,138,25,Pink,1-2 sec,QAR,None,None,None,None,None,None,None,None,Irritation,Negative
0.00821917808219178,37,102,167,139,Pink,1-2 sec,BAR,None,None,None,Mild,None,None,None,None,Normal,Negative
6.0,11,101,105,29,Pink,1-2 sec,QAR,None,None,Mild,None,None,Mild,None,None,Normal,Negative
4.0,73,102,185,33,Pink,1-2 sec,QAR,Mild,Mild,Mild,Mild,None,None,None,None,Normal,Negative
1.0,20,99,141,24,Pink,>2 sec,BAR,None,None,Moderate,Mild,None,None,None,None,Bruising,Negative
0.019230769230769232,68,102,94,50,Light Pink,<1 sec,QAR,None,None,None,Moderate,None,None,None,None,Normal,Negative
2.0,54,101,90,40,Pink,<1 sec,BAR,Mild,Moderate,Mild,Mild,None,None,None,None,Normal,Negative
3.0,84,102,126,55,Pink,1-2 sec,BAR,None,None,None,None,None,None,None,None,Bruising,Negative
0.6666666666666666,16,99,153,138,Light Pink,<1 sec,BAR,Mild,Mild,None,None,None,None,None,None,Normal,Negative
1.0,42,101,188,137,Pink,<1 sec,QAR,None,Mild,None,None,None,None,None,None,Bruising,Negative
0.25,6,99,93,120,Pink,1-2 sec,BAR,Mild,Chronic,Mild,Moderate,None,None,None,None,Normal,Negative
0.08333333333333333,69,101,101,24,Pink,1-2 sec,Dull/Depressed,None,None,None,Mild,None,None,None,None,Bruising,Negative
0.08333333333333333,53,101,91,58,Pink,1-2 sec,Dull/Depressed,Mild,Moderate,None,None,None,None,None,None,Normal,Negative
0.5833333333333334,44,102,138,40,Pink,1-2 sec,BAR,Mild,Mild,None,None,None,None,None,None,Bruising,Negative
1.0,29,99,175,144,Pink,1-2 sec,BAR,None,Moderate,Moderate,None,None,None,None,None,Normal,Negative
5.0,68,100,173,60,Pale,UTO,QAR,Mild,None,None,None,None,None,Mild,None,Normal,Negative
0.4166666666666667,24,101,144,120,Pink,1-2 sec,BAR,Moderate,None,None,None,None,None,Mild,None,Normal,Negative
5.0,72,101,140,54,Pale,UTO,Dull/Depressed,Moderate,Mild,Mild,Mild,Present,None,None,Present,Normal,Negative
2.0,57,99,103,32,Pink,1-2 sec,BAR,Moderate,Moderate,Mild,Moderate,None,None,None,None,Normal,Negative
2.0,77,102,145,140,Pale,UTO,BAR,Mild,None,Mild,Moderate,None,None,None,None,Normal,Negative
0.25,22,102,128,41,Pink,1-2 sec,BAR,Mild,None,None,Moderate,None,None,None,None,Bruising,Negative
3.0,88,102,141,37,Pale,UTO,Dull/Depressed,Mild,Mild,Mild,Mild,None,None,None,None,Normal,Negative
1.0,67,101,122,131,Light Pink,>2 sec,BAR,Moderate,Moderate,None,None,None,None,None,None,Normal,Negative
1.0,74,99,164,59,Light Pink,1-2 sec,BAR,Mild,Mild,None,None,None,None,Mild,None,Normal,Negative
0.75,63,99,100,130,Pink,<1 sec,QAR,None,None,None,None,None,None,None,None,Normal,Negative
2.0,38,99,188,46,Pink,>2 sec,QAR,Mild,Mild,None,None,None,None,None,None,Normal,Negative
2.0,61,101,129,53,Pink,>2 sec,Anxious/Agitated,None,Mild,Moderate,None,None,None,None,None,Normal,Negative
7.0,33,101,115,26,Pink,>2 sec,QAR,Mild,None,Moderate,None,None,None,None,None,Bruising,Negative
1.0,61,99,188,26,Light Pink,<1 sec,BAR,None,Mild,None,Mild,None,None,None,None,Normal,Negative
6.0,36,102,106,32,Light Pink,>2 sec,BAR,Mild,Mild,None,Mild,None,None,None,None,Normal,Negative
0.08333333333333333,161,100,136,19,Pale,UTO,BAR,Moderate,Mild,None,Mild,None,Mild,None,Present,Bruising,Negative
5.0,57,104,177,124,Light Pink,1-2 sec,QAR,Moderate,None,Moderate,None,None,None,Moderate,Present,Irritation,Positive
0.4166666666666667,41,99,174,34,Pink,1-2 sec,BAR,None,None,None,Mild,None,None,None,None,Normal,Negative
3.0,28,101,146,48,Pink,1-2 sec,Dull/Depressed,None,None,None,Mild,None,None,None,None,Normal,Negative
0.5833333333333334,124,99,169,33,Pink,1-2 sec,QAR,Mild,Mild,Moderate,Mild,None,None,Mild,None,Normal,Negative
0.08333333333333333,37,102,90,29,Pale,UTO,BAR,Chronic,None,None,None,None,None,None,None,Normal,Negative
2.0,86,99,175,135,Light Pink,1-2 sec,BAR,None,None,None,None,None,None,None,None,Normal,Negative
0.75,8,101,139,42,Pink,<1 sec,Dull/Depressed,None,Chronic,Mild,None,None,None,None,None,Normal,Negative
8.0,78,99,130,141,Pink,<1 sec,BAR,Mild,Mild,None,Mild,None,Mild,None,None,Irritation,Negative
14.0,16,99,164,33,Light Pink,1-2 sec,Dull/Depressed,None,None,Mild,Mild,None,None,None,None,Normal,Negative
1.0,88,99,99,22,Pink,1-2 sec,Dull/Depressed,None,Mild,Mild,Mild,None,Mild,Mild,None,Normal,Negative
1.0,197,100,148,122,Pink,>2 sec,BAR,Chronic,Chronic,Mild,Moderate,None,None,None,None,Normal,Negative
4.0,43,99,120,19,Pink,1-2 sec,BAR,Mild,Chronic,Moderate,Mild,None,None,None,None,Normal,Negative
0.5,60,100,179,31,Pink,<1 sec,BAR,Mild,Mild,Mild,None,None,None,None,None,Bruising,Negative
3.0,48,101,138,49,Pink,1-2 sec,BAR,Mild,Mild,Mild,Mild,None,None,Mild,Present,Bruising,Negative
1.0,16,105,109,34,Light Pink,<1 sec,Dull/Depressed,Chronic,Mild,Moderate,Moderate,None,None,None,Present,Bruising,Positive
3.0,76,100,106,56,Light Pink,<1 sec,Dull/Depressed,Mild,Mild,None,None,None,None,None,None,Normal,Negative
0.3333333333333333,89,101,174,138,Light Pink,>2 sec,Dull/Depressed,Mild,None,Mild,None,None,Mild,None,None,Normal,Negative
12.0,86,102,92,30,Pink,>2 sec,Dull/Depressed,Moderate,Mild,None,Moderate,None,None,Mild,None,Normal,Negative
10.0,193,102,119,132,Pink,1-2 sec,QAR,Mild,Mild,Moderate,Mild,None,None,None,None,Normal,Negative
0.25,27,100,158,31,Light Pink,>2 sec,QAR,Mild,None,Moderate,None,None,Mild,None,None,Petechiae,Negative
0.25,70,100,96,36,Pink,<1 sec,Dull/Depressed,Moderate,None,Mild,Moderate,None,None,Mild,None,Normal,Negative
2.0,56,101,178,124,Pale,UTO,QAR,None,None,None,Mild,None,None,None,None,Normal,Negative
2.0,26,99,134,131,Pink,1-2 sec,BAR,Mild,Mild,Moderate,Mild,None,None,None,None,Normal,Negative
11.0,21,102,176,29,Pink,1-2 sec,BAR,None,Mild,Mild,Mild,None,None,Mild,None,Normal,Negative
3.0,34,99,148,147,Light Pink,1-2 sec,BAR,None,Mild,Mild,Mild,None,None,Mild,None,Normal,Negative
3.0,61,105,131,40,Pink,<1 sec,Dull/Depressed,None,Moderate,Mild,Mild,Present,Moderate,Mild,None,Petechia,Positive
0.5833333333333334,34,102,130,60,Light Pink,1-2 sec,BAR,None,Mild,None,Mild,None,None,None,None,Normal,Negative
7.0,60,99,167,43,Pink,1-2 sec,Dull/Depressed,Mild,Mild,None,None,None,Mild,Mild,None,Normal,Negative
11.0,27,99,114,124,Pink,1-2 sec,QAR,Mild,Mild,Mild,Mild,None,None,None,None,Normal,Negative
4.0,54,100,181,59,Pink,1-2 sec,QAR,Mild,None,Mild,Mild,None,None,None,None,Normal,Negative
2.0,32,99,130,36,Pink,1-2 sec,Dull/Depressed,None,Mild,Severe,None,None,None,None,None,Normal,Negative
4.0,53,105,158,34,Light Pink,1-2 sec,Dull/Depressed,Mild,Moderate,Mild,Moderate,Present,Mild,Mild,None,Normal,Positive
0.3333333333333333,47,102,160,122,Pink,1-2 sec,Anxious/Agitated,None,Mild,Mild,Mild,None,None,Mild,None,Normal,Negative
0.4166666666666667,5,102,133,34,Pink,1-2 sec,BAR,Mild,None,Moderate,None,None,None,None,None,Normal,Negative
1.0,6,102,144,123,Pink,<1 sec,BAR,None,Mild,Mild,None,None,None,None,None,Normal,Negative
0.16666666666666666,63,102,173,143,Pink,1-2 sec,BAR,Chronic,Mild,Mild,None,None,None,None,None,Normal,Negative
0.3333333333333333,33,100,97,37,Pink,1-2 sec,QAR,Mild,None,None,None,None,None,None,Present,Normal,Negative
9.0,16,99,144,132,Pink,1-2 sec,Dull/Depressed,Mild,Mild,None,None,None,None,None,None,Normal,Negative
0.4166666666666667,38,99,145,130,Pink,1-2 sec,QAR,Mild,Mild,Moderate,None,None,None,None,None,Normal,Negative
9.0,36,101,159,40,Pink,>2 sec,QAR,Chronic,None,None,None,None,None,Mild,None,Normal,Negative
1.0,70,103,175,19,Pink,>2 sec,QAR,None,None,Mild,None,None,Mild,None,None,Normal,Positive
1.0,37,100,140,147,Pink,>2 sec,QAR,Mild,None,None,None,None,None,None,None,Normal,Negative
0.5,12,100,101,126,Pink,<1 sec,QAR,Moderate,Mild,Mild,Mild,None,None,Mild,None,Normal,Negative
1.0,41,103,185,42,Pink,>2 sec,Dull/Depressed,Mild,Mild,Mild,None,None,Moderate,Mild,Present,Bruising,Positive
3.0,40,101,115,59,Pink,1-2 sec,BAR,Mild,Mild,None,None,None,None,None,None,Normal,Negative
2.0,85,102,135,30,Pink,1-2 sec,QAR,None,Mild,None,Mild,None,None,None,None,Irritation,Negative
0.3333333333333333,87,99,114,40,Pink,<1 sec,QAR,None,None,Mild,None,None,None,None,None,Normal,Negative
0.16666666666666666,140,100,157,58,Pink,>2 sec,BAR,Moderate,Mild,Mild,None,None,None,None,None,Normal,Negative
0.08333333333333333,8,99,90,34,Pink,>2 sec,BAR,None,None,None,None,None,None,None,None,Normal,Negative
11.0,51,101,129,22,Pink,1-2 sec,Dull/Depressed,Moderate,None,None,Mild,None,Mild,Mild,None,Normal,Negative
1.0,32,100,156,23,Pink,>2 sec,QAR,None,None,Moderate,None,None,None,Mild,None,Bruising,Negative
0.08333333333333333,71,100,120,45,Pink,1-2 sec,Dull/Depressed,Mild,Moderate,Mild,None,None,None,None,None,Normal,Negative
0.3333333333333333,78,99,186,30,Pale,UTO,QAR,Moderate,None,None,Moderate,None,None,None,None,Normal,Negative
2.0,90,104,178,30,Pink,1-2 sec,Dull/Depressed,Moderate,None,Mild,None,None,Moderate,Moderate,None,Bruising,Positive
7.0,65,99,112,25,Pink,<1 sec,QAR,None,Mild,None,Moderate,None,Mild,Mild,None,Normal,Negative
2.0,45,101,188,133,Pink,>2 sec,QAR,Mild,Moderate,Moderate,Moderate,None,None,None,None,Normal,Negative
1.0,81,101,154,129,Pink,<1 sec,QAR,Mild,Chronic,None,None,None,None,None,Present,Normal,Negative
0.08333333333333333,45,102,179,129,Pale,UTO,QAR,None,None,Mild,Moderate,None,None,None,None,Normal,Negative
2.0,57,102,116,130,Pink,1-2 sec,Dull/Depressed,Mild,None,Mild,None,None,Mild,None,None,Normal,Negative
1.0,25,103,113,40,Pink,1-2 sec,Dull/Depressed,Moderate,None,None,None,Present,Moderate,Moderate,None,Normal,Positive
5.0,56,101,176,49,Pink,1-2 sec,QAR,None,Mild,Mild,Moderate,None,None,None,None,Normal,Negative
3.0,85,101,96,137,Pink,1-2 sec,Anxious/Agitated,None,Mild,None,Mild,None,None,None,None,Normal,Negative
0.16666666666666666,52,100,190,29,Pink,<1 sec,BAR,None,None,Mild,None,None,Mild,Mild,None,Normal,Negative
12.0,46,100,170,26,Light Pink,1-2 sec,QAR,None,Chronic,None,Mild,None,None,None,None,Normal,Negative
4.0,14,100,127,28,Pink,<1 sec,BAR,None,None,Mild,None,None,None,None,None,Normal,Negative
0.5,148,101,106,26,Pink,>2 sec,BAR,None,Mild,Moderate,None,None,None,None,None,Normal,Negative
0.8333333333333334,32,105,162,49,Pale,UTO,Dull/Depressed,None,Mild,Mild,Mild,None,None,None,Present,Bruising,Positive
1.0,65,101,189,38,Pink,>2 sec,QAR,Chronic,Mild,None,None,None,None,None,None,Bruising,Negative
3.0,87,101,162,37,Pink,1-2 sec,Dull/Depressed,Mild,Moderate,Moderate,None,None,None,None,None,Normal,Negative
1.0,47,102,103,58,Light Pink,1-2 sec,BAR,Mild,Mild,Mild,Mild,None,None,None,None,Bruising,Negative
2.0,30,102,173,49,Pale,UTO,BAR,None,Moderate,Mild,Moderate,None,None,None,None,Normal,Negative
2.0,38,101,171,136,Pink,<1 sec,Dull/Depressed,Mild,Mild,None,Mild,None,None,None,Present,Normal,Negative
4.0,63,102,184,49,Pink,1-2 sec,BAR,Mild,Mild,None,Mild,None,None,None,None,Normal,Negative
0.08333333333333333,9,102,112,27,Light Pink,1-2 sec,QAR,Moderate,Mild,Mild,None,None,None,None,None,Normal,Negative
0.08333333333333333,27,102,136,149,Pink,1-2 sec,QAR,Mild,None,Mild,Moderate,None,None,Mild,None,Normal,Negative
2.0,77,99,155,58,Pale,UTO,Dull/Depressed,Mild,None,None,None,None,None,None,None,Normal,Negative
5.0,66,101,121,38,Pale,UTO,Dull/Depressed,Mild,Mild,Moderate,None,None,None,None,None,Normal,Negative
5.0,50,100,116,59,Pink,1-2 sec,Dull/Depressed,None,None,None,None,None,None,None,None,Normal,Negative
0.75,86,99,135,37,Light Pink,<1 sec,Dull/Depressed,None,Mild,None,Mild,None,None,None,None,Bruising,Negative
2.0,56,99,123,134,Pink,<1 sec,BAR,Mild,Moderate,Moderate,None,None,None,None,Present,Normal,Negative
0.08333333333333333,85,101,121,45,Pink,<1 sec,BAR,None,Moderate,None,Mild,None,None,None,None,Normal,Negative
0.9166666666666666,74,101,151,39,Pink,1-2 sec,BAR,None,None,Mild,None,None,None,None,None,Normal,Negative
1.0,62,102,108,46,Pale,UTO,BAR,None,Chronic,Moderate,Mild,None,None,Mild,None,Normal,Negative
