fipscode,state,county,ixodes_scapularis_county_status_2016,ixodes_pacificus_county_status_2016,ixodes_scapularis_county_status_2018,ixodes_pacificus_county_status_2018,ixodes_scapularis_county_status_2019,ixodes_pacificus_county_status_2019,ixodes_scapularis_county_status_2020,ixodes_pacificus_county_status_2020,ixodes_scapularis_county_status_2021,ixodes_pacificus_county_status_2021
49013,UT,Duchesne County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
49015,UT,Emery County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
49017,UT,Garfield County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
49019,UT,Grand County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
49021,UT,Iron County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
49023,UT,Juab County,No records,Established,No records,Established,No records,Established,No records,Established,No records,Established
49025,UT,Kane County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
49027,UT,Millard County,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported
49029,UT,Morgan County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
49031,UT,Piute County,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported
49033,UT,Rich County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
49035,UT,Salt Lake County,No records,Established,No records,Established,No records,Established,No records,Established,No records,Established
49037,UT,San Juan County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
49039,UT,Sanpete County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
49041,UT,Sevier County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
49043,UT,Summit County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
49045,UT,Tooele County,No records,Established,No records,Established,No records,Established,No records,Established,No records,Established
49047,UT,Uintah County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
49049,UT,Utah County,No records,Established,No records,Established,No records,Established,No records,Established,No records,Established
49051,UT,Wasatch County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
